orig_idx	chrom	chromStart	chromEnd	mean_score	sum_score	mean_score_elementwise	sum_score_elementwise	mean_score_elementwise_abs	sum_score_elementwise_abs
0	chr1	3774714	3775214	0.0006852402854711226	1.3704805709421635	0.0006852402854710817	1.3704805709421635	0.002666751077398658	5.333502154797316
1	chr1	3774714	3775214	-0.0006808482939375526	-1.3616965878754854	-0.0006808482939377427	-1.3616965878754854	0.010110838771797716	20.221677543595433
2	chr1	3803570	3805848	0.03040934021584696	60.81868043169379	0.030409340215846896	60.81868043169379	0.0890992711763829	178.1985423527658
3	chr1	3774714	3775214	-0.008404195435345319	-16.808390870690346	-0.008404195435345173	-16.808390870690346	0.03530789587646723	70.61579175293446
4	chr1	3803570	3805848	6.646925210951338e-05	0.13293850421905518	6.64692521095276e-05	0.13293850421905518	0.01768169912695885	35.363398253917694
5	chr1	4126791	4127291	-0.003130521267652453	-6.261042535305023	-0.0031305212676525115	-6.261042535305023	0.00450076499581337	9.00152999162674
6	chr1	5304578	5305078				0.0		0.0
7	chr1	8197448	8198244	0.004510750652291007	9.021501304581761	0.004510750652290881	9.021501304581761	0.005990426079370082	11.980852158740163
8	chr1	8899850	8900350				0.0		0.0
9	chr1	8858063	8858563	-0.005997060775756902	-11.994121551513672	-0.005997060775756836	-11.994121551513672	0.007137856006622314	14.275712013244629
10	chr1	9145155	9145655	0.0005302740857004995	1.0605481714010239	0.000530274085700512	1.0605481714010239	0.0013778510019183158	2.7557020038366318
11	chr1	10387486	10388537	0.001019677469506819	2.0393549390137196	0.0010196774695068597	2.0393549390137196	0.003703342342749238	7.406684685498476
12	chr1	11881944	11882444	-0.0004996543787418872	-0.9993087574839592	-0.0004996543787419796	-0.9993087574839592	0.00189609507098794	3.7921901419758797
13	chr1	11882562	11883554	-0.0013565402328967746	-2.7130804657936096	-0.0013565402328968048	-2.7130804657936096	0.0032682607546448707	6.5365215092897415
14	chr1	12014145	12015413	-0.004069944415241444	-8.13988883048296	-0.00406994441524148	-8.13988883048296	0.00634532506391406	12.690650127828121
15	chr1	11882562	11883554	0.0002744154632090545	0.5488309264183044	0.0002744154632091522	0.5488309264183044	0.0019573151767253876	3.914630353450775
16	chr1	11882562	11883554				0.0		0.0
17	chr1	12014145	12015413				0.0		0.0
18	chr1	17441310	17441810	0.005088363967836074	10.176727935671806	0.005088363967835903	10.176727935671806	0.0073141228556633	14.6282457113266
19	chr1	17487740	17488240				0.0		0.0
20	chr1	18534347	18534847				0.0		0.0
21	chr1	20197442	20197942				0.0		0.0
22	chr1	18534347	18534847				0.0		0.0
23	chr1	19869923	19870423	0.002376599343493657	4.753198686987162	0.002376599343493581	4.753198686987162	0.003415573688223958	6.831147376447916
24	chr1	19487638	19488138	0.0025171256586911106	5.034251317381859	0.0025171256586909293	5.034251317381859	0.003143753930926323	6.287507861852646
25	chr1	20197442	20197942				0.0		0.0
26	chr1	20216567	20217067				0.0		0.0
27	chr1	20216567	20217067				0.0		0.0
28	chr1	20216567	20217067				0.0		0.0
29	chr1	21673110	21673610	0.00326834627147754	6.536692542955279	0.0032683462714776395	6.536692542955279	0.004950833420269191	9.901666840538383
