orig_idx	chrom	chromStart	chromEnd	mean_score	sum_score	mean_score_elementwise	sum_score_elementwise	mean_score_elementwise_abs	sum_score_elementwise_abs
0	chr2	60159705	60159855	0.00034734295867377973	0.6946859173476696	0.0003473429586738348	0.6946859173476696	0.0010129465814679862	2.025893162935972
1	chr2	60312785	60312935	0.0003799023497850218	0.7598046995699406	0.0003799023497849703	0.7598046995699406	0.0005443834159523248	1.0887668319046497
2	chr2	60335745	60335895	0.00028016463853419715	0.5603292770683765	0.00028016463853418826	0.5603292770683765	0.0004752121958881617	0.9504243917763233
3	chr2	60384305	60384455	0.0004952796772121904	0.9905593544244766	0.0004952796772122383	0.9905593544244766	0.0008018513396382331	1.6037026792764664
4	chr2	60416345	60416515	0.0002874862886965701	0.574972577393055	0.0002874862886965275	0.574972577393055	0.0006401919908821582	1.2803839817643166
5	chr2	60439585	60439735	0.00020612005703157799	0.4122401140630245	0.00020612005703151226	0.4122401140630245	0.000688536224886775	1.37707244977355
6	chr2	60439805	60439955	0.0004862418547273428	0.9724837094545364	0.00048624185472726823	0.9724837094545364	0.0008362736627459526	1.6725473254919052
7	chr2	60463405	60463555	0.000463884346187049	0.9277686923742294	0.0004638843461871147	0.9277686923742294	0.0007887217327952385	1.577443465590477
8	chr2	60473685	60473835	0.0003068289831280602	0.6136579662561417	0.00030682898312807085	0.6136579662561417	0.0007892265394330025	1.578453078866005
9	chr2	60490525	60490675	0.00010268330574048079	0.2053666114807129	0.00010268330574035645	0.2053666114807129	0.0009463704228401184	1.8927408456802368
10	chr2	60490925	60491075	-1.9030002877062913e-05	-0.03806000575423241	-1.9030002877116205e-05	-0.03806000575423241	0.001050992088392377	2.101984176784754
11	chr2	60495185	60495335	0.0003507434725762426	0.7014869451522827	0.00035074347257614135	0.7014869451522827	0.0012054235190153122	2.4108470380306244
12	chr2	60498325	60498475	0.00033150398172443474	0.6630079634487629	0.00033150398172438145	0.6630079634487629	0.0013119012955576182	2.6238025911152363
13	chr2	60498865	60499015	0.00021145194955174418	0.4229038991034031	0.00021145194955170154	0.4229038991034031	0.0010541000310331583	2.1082000620663166
14	chr2	60504285	60504435	-0.00040893300250166575	-0.8178660050034523	-0.00040893300250172614	-0.8178660050034523	0.0010881442986428738	2.1762885972857475
15	chr2	60505945	60506095	-0.0003337070755660143	-0.6674141511321068	-0.0003337070755660534	-0.6674141511321068	0.0010066580362617969	2.013316072523594
16	chr2	60516425	60516575	-0.0009332746136934134	-1.866549227386713	-0.0009332746136933565	-1.866549227386713	0.0014513637032359838	2.9027274064719677
17	chr2	60530725	60530875	-0.0003717262540012811	-0.7434525080025196	-0.0003717262540012598	-0.7434525080025196	0.0015137395840138198	3.0274791680276394
18	chr2	60536585	60536735	0.0007814219966530978	1.56284399330616	0.00078142199665308	1.56284399330616	0.0026317686140537263	5.263537228107452
19	chr2	60536765	60536915	0.0008706093896180267	1.7412187792360783	0.0008706093896180392	1.7412187792360783	0.002757309624925256	5.5146192498505116
20	chr2	60550405	60550555	0.000912068195641158	1.8241363912820816	0.0009120681956410408	1.8241363912820816	0.00635111553221941	12.70223106443882
21	chr2	60550885	60551035	-1.568360440429295e-05	-0.03136720880866051	-1.5683604404330253e-05	-0.03136720880866051	0.007173238029703498	14.346476059406996
22	chr2	60551822	60551975	0.00059912629239256	1.198252584785223	0.0005991262923926115	1.198252584785223	0.008849071497097611	17.698142994195223
23	chr2	60552045	60552215	0.0006554745379836469	1.3109490759670734	0.0006554745379835367	1.3109490759670734	0.0122652327734977	24.5304655469954
24	chr2	60553565	60553715	-0.8345609318506904	-1669.1218637013808	-0.8345609318506904	-1669.1218637013808	0.8645057379710488	1729.0114759420976
25	chr2	60554185	60554335	-0.8271986917546019	-1654.3973835092038	-0.8271986917546019	-1654.3973835092038	0.8637283894727007	1727.4567789454013
26	chr2	60555125	60555275	-0.7908428804464638	-1581.6857608929276	-0.7908428804464638	-1581.6857608929276	0.8141575539670884	1628.315107934177
27	chr2	60555545	60555695	-0.009628077425062553	-19.256154850125313	-0.009628077425062656	-19.256154850125313	0.032809295170009134	65.61859034001827
28	chr2	60556345	60556495	-0.001326377626508446	-2.6527552530169487	-0.0013263776265084743	-2.6527552530169487	0.014289024088531733	28.578048177063465
29	chr2	60557205	60557355	0.00569790949299942	11.39581898599863	0.005697909492999315	11.39581898599863	0.010085955832153558	20.171911664307117
30	chr2	60557485	60557635	0.00116371305659424	2.3274261131882668	0.0011637130565941333	2.3274261131882668	0.008655094865709543	17.310189731419086
31	chr2	60557665	60557855	0.0003186902254821433	0.637380450963974	0.000318690225481987	0.637380450963974	0.009184898614883422	18.369797229766846
32	chr2	60560885	60561055	-0.0007354550026357209	-1.4709100052714348	-0.0007354550026357174	-1.4709100052714348	0.0056136569269001485	11.227313853800297
33	chr2	60565565	60565715	0.0009970965199173065	1.9941930398344994	0.0009970965199172497	1.9941930398344994	0.0031746660284698008	6.349332056939602
34	chr2	60581905	60582055	-0.0007235004864631911	-1.4470009729266167	-0.0007235004864633083	-1.4470009729266167	0.0016239776723086833	3.247955344617367
35	chr2	60589245	60589395	-0.0006728382632135155	-1.345676526427269	-0.0006728382632136345	-1.345676526427269	0.0015728817731142043	3.145763546228409
36	chr2	60596565	60596715	-0.00043951568752520487	-0.8790313750505447	-0.00043951568752527236	-0.8790313750505447	0.001601372592151165	3.20274518430233
37	chr2	60642425	60642575	0.0002353693693877279	0.4707387387752533	0.00023536936938762664	0.4707387387752533	0.0006085412204265595	1.217082440853119
38	chr2	60674665	60674815	0.0003344618789853371	0.6689237579703331	0.00033446187898516653	0.6689237579703331	0.0006577947549521923	1.3155895099043846
39	chr2	60794385	60794535	0.0004908954165876445	0.9817908331751823	0.0004908954165875911	0.9817908331751823	0.0006670081503689289	1.3340163007378578
40	chr2	60840925	60841075	-0.0003067723289131852	-0.6135446578264236	-0.00030677232891321185	-0.6135446578264236	0.0008924392312765121	1.7848784625530243
41	chr2	60849275	60849475	-0.0010257465913892094	-2.0514931827783585	-0.0010257465913891793	-2.0514931827783585	0.0015197314694523811	3.0394629389047623
42	chr2	60884965	60885175	-0.0002873185835778891	-0.5746371671557426	-0.0002873185835778713	-0.5746371671557426	0.0010584692321717738	2.116938464343548
43	chr2	60891325	60891475	-5.724238604298826e-05	-0.1144847720861435	-5.724238604307175e-05	-0.1144847720861435	0.0007286914587020874	1.4573829174041748
44	chr6	135051862	135052012	0.00015235397219659497	0.30470794439315796	0.00015235397219657897	0.30470794439315796	0.00046586918830871584	0.9317383766174316
45	chr6	135054282	135054432	-0.00012475171685233377	-0.24950343370437622	-0.0001247517168521881	-0.24950343370437622	0.0004772199094295502	0.9544398188591003
46	chr6	135054762	135054992	1.1670291423682144e-05	0.023340582847595215	1.1670291423797607e-05	0.023340582847595215	0.0007208567857742309	1.441713571548462
47	chr6	135055322	135055512	-0.0003484997153282432	-0.6969994306564331	-0.0003484997153282165	-0.6969994306564331	0.000747295618057251	1.494591236114502
48	chr6	135073882	135074052	0.0004585176706313199	0.9170353412628174	0.00045851767063140867	0.9170353412628174	0.0007353388667106629	1.4706777334213257
49	chr6	135074162	135074312	7.907192409040142e-05	0.15814384818077087	7.907192409038543e-05	0.15814384818077087	0.00046476070582866666	0.9295214116573334
50	chr6	135074562	135074712	-1.8563106656044326e-05	-0.03712621331214905	-1.8563106656074524e-05	-0.03712621331214905	0.00047525985538959505	0.9505197107791901
51	chr6	135075122	135075272	0.0002386802285909706	0.47736045718193054	0.00023868022859096526	0.47736045718193054	0.0005946132093667984	1.1892264187335968
52	chr6	135087442	135087632	5.2186474204019007e-05	0.10437294840812683	5.218647420406342e-05	0.10437294840812683	0.000704152837395668	1.408305674791336
53	chr6	135087922	135088072	-2.932073175920813e-05	-0.0586414635181427	-2.932073175907135e-05	-0.0586414635181427	0.0005606107264757156	1.1212214529514313
54	chr6	135088922	135089072	0.00020549908280376172	0.4109981656074524	0.0002054990828037262	0.4109981656074524	0.0005967227518558502	1.1934455037117004
55	chr6	135089422	135089572	3.98546904325503e-05	0.07970938086509705	3.9854690432548524e-05	0.07970938086509705	0.0005363927334547043	1.0727854669094086
56	chr6	135090942	135091092	-1.7338693141244477e-06	-0.003467738628387451	-1.7338693141937256e-06	-0.003467738628387451	0.000565275102853775	1.13055020570755
57	chr6	135093722	135093872	-0.00014426162838931944	-0.28852325677871704	-0.00014426162838935853	-0.28852325677871704	0.0005704221725463867	1.1408443450927734
58	chr6	135097222	135097372	-2.1470710635185242e-05	-0.04294142127037048	-2.1470710635185242e-05	-0.04294142127037048	0.0006023221760988235	1.204644352197647
59	chr6	135097402	135097552	-0.00027854046225561646	-0.5570809245109558	-0.0002785404622554779	-0.5570809245109558	0.0006618573069572448	1.3237146139144897
60	chr6	135098402	135098552	-3.2120525836898395e-05	-0.06424105167388916	-3.212052583694458e-05	-0.06424105167388916	0.000677104651927948	1.354209303855896
61	chr6	135101062	135101212	-0.0001289787888527627	-0.2579575777053833	-0.00012897878885269166	-0.2579575777053833	0.0006670560836791992	1.3341121673583984
62	chr6	135102982	135103192	-0.00020583629608150744	-0.41167259216308594	-0.00020583629608154298	-0.41167259216308594	0.0008292193412780762	1.6584386825561523
63	chr6	135105422	135105592	-0.00036159105598931873	-0.7231821119785309	-0.00036159105598926544	-0.7231821119785309	0.0007455591112375259	1.4911182224750519
64	chr6	135108822	135109012	-0.0003982175886632078	-0.7964351773262024	-0.0003982175886631012	-0.7964351773262024	0.0008516567051410675	1.703313410282135
65	chr6	135110302	135110452	-0.00024514766037464497	-0.49029532074928284	-0.0002451476603746414	-0.49029532074928284	0.0008693446964025498	1.7386893928050995
66	chr6	135118202	135118352	-0.0003669949620963564	-0.7339899241924286	-0.0003669949620962143	-0.7339899241924286	0.0009004415720701217	1.8008831441402435
67	chr6	135121882	135122032	0.00033380435407148745	0.6676087081432343	0.0003338043540716171	0.6676087081432343	0.0008947546035051345	1.7895092070102692
68	chr6	135128642	135128792	-0.000572208181023548	-1.1444163620471954	-0.0005722081810235977	-1.1444163620471954	0.0010878942161798477	2.1757884323596954
69	chr6	135132362	135132652	-0.000941495493054445	-1.88299098610878	-0.0009414954930543899	-1.88299098610878	0.0020285831838846207	4.057166367769241
70	chr6	135144822	135144972	-0.001321964249014984	-2.643928498029709	-0.0013219642490148544	-2.643928498029709	0.0017766062766313552	3.5532125532627106
71	chr6	135145102	135145252	-0.0014916688948869439	-2.983337789773941	-0.0014916688948869705	-2.983337789773941	0.0018683485835790635	3.736697167158127
72	chr6	135145642	135145792	-0.000960977301001531	-1.9219546020030975	-0.0009609773010015488	-1.9219546020030975	0.001577957198023796	3.155914396047592
73	chr6	135147742	135147892	-0.0006676847338675795	-1.3353694677352905	-0.0006676847338676452	-1.3353694677352905	0.0015528872609138489	3.1057745218276978
74	chr6	135147982	135148132	-0.0005201079100369821	-1.0402158200740814	-0.0005201079100370407	-1.0402158200740814	0.0015883874148130417	3.1767748296260834
75	chr6	135161532	135161672	-0.000524138212204095	-1.048276424407959	-0.0005241382122039795	-1.048276424407959	0.0018405889868736266	3.6811779737472534
76	chr6	135162762	135162952	-0.0004778869301080846	-0.9557738602161407	-0.0004778869301080704	-0.9557738602161407	0.0028768302351236345	5.753660470247269
77	chr6	135173602	135173752	0.0002820686995983479	0.5641373991966248	0.0002820686995983124	0.5641373991966248	0.0035487383008003235	7.097476601600647
78	chr6	135174622	135174792	-0.0034163760989904812	-6.832752197980881	-0.0034163760989904405	-6.832752197980881	0.006264109596610069	12.528219193220139
79	chr6	135180542	135180692	-0.775449211999774	-1550.898423999548	-0.775449211999774	-1550.898423999548	0.8063507068902254	1612.7014137804508
80	chr6	135180842	135180992	-0.8262781643718482	-1652.5563287436962	-0.8262781643718481	-1652.5563287436962	0.8462854263633489	1692.570852726698
81	chr6	135181162	135181312	-0.8452340168505907	-1690.4680337011814	-0.8452340168505907	-1690.4680337011814	0.8595220560282468	1719.0441120564938
82	chr6	135183202	135183352	0.0019400845468044992	3.880169093608856	0.001940084546804428	3.880169093608856	0.013308746963739395	26.61749392747879
83	chr6	135183982	135184132	-0.0034050413072108654	-6.8100826144218445	-0.003405041307210922	-6.8100826144218445	0.01118129888176918	22.36259776353836
84	chr6	135188742	135188892	0.0026199269741773445	5.239853948354721	0.0026199269741773606	5.239853948354721	0.004755296781659126	9.510593563318253
85	chr6	135188902	135189052	0.00391560812294478	7.831216245889664	0.0039156081229448315	7.831216245889664	0.005740533873438835	11.48106774687767
86	chr6	135191522	135191672	0.0015498612374067466	3.0997224748134613	0.0015498612374067306	3.0997224748134613	0.0037400197237730027	7.480039447546005
87	chr6	135191842	135191992	0.0017858704179525287	3.571740835905075	0.0017858704179525375	3.571740835905075	0.0036213850826025008	7.242770165205002
88	chr6	135192342	135192492	0.0018758067637683062	3.751613527536392	0.001875806763768196	3.751613527536392	0.0036186426132917403	7.237285226583481
89	chr6	135195215	135195432	0.0012263383120298954	2.452676624059677	0.0012263383120298386	2.452676624059677	0.0042809248119592665	8.561849623918533
90	chr6	135195562	135195712	0.001526188284158847	3.0523765683174133	0.0015261882841587067	3.0523765683174133	0.003264102011919022	6.528204023838043
91	chr6	135230882	135231032	-0.0011918599158524668	-2.3837198317050934	-0.0011918599158525468	-2.3837198317050934	0.0015493161529302596	3.0986323058605194
92	chr6	135231202	135231352	-0.0009861588776112207	-1.9723177552223206	-0.0009861588776111602	-1.9723177552223206	0.0014157110452651977	2.8314220905303955
93	chr6	135254622	135254772	-1.3849243521768528e-05	-0.027698487043380737	-1.384924352169037e-05	-0.027698487043380737	0.0008397034257650375	1.679406851530075
94	chr6	135262462	135262692	0.00011162947118292799	0.22325894236564636	0.00011162947118282318	0.22325894236564636	0.001284689798951149	2.569379597902298
95	chr6	135281362	135281512	0.00012398654222489647	0.24797308444976807	0.00012398654222488403	0.24797308444976807	0.0005838350653648377	1.1676701307296753
96	chr6	135287222	135287372	0.000864695519208869	1.7293910384178162	0.000864695519208908	1.7293910384178162	0.001029846578836441	2.059693157672882
97	chr6	135318862	135319052	0.000444538459181798	0.8890769183635712	0.0004445384591817856	0.8890769183635712	0.0006261289268732071	1.2522578537464142
98	chr6	135321442	135321612	0.00017277675867077846	0.34555351734161377	0.0001727767586708069	0.34555351734161377	0.0005027272999286651	1.0054545998573303
99	chr6	135322802	135322952	0.00016168566048158084	0.3233713209629059	0.00016168566048145293	0.3233713209629059	0.0004036454111337662	0.8072908222675323
100	chr6	135323222	135323512	0.0002549392133952555	0.5098784267902374	0.0002549392133951187	0.5098784267902374	0.0007083839029073715	1.416767805814743
101	chr6	135325722	135325932	-0.00011552515625945503	-0.2310503125190735	-0.00011552515625953674	-0.2310503125190735	0.0006135819852352142	1.2271639704704285
102	chr6	135347982	135348132	0.0002601141482592162	0.5202282965183258	0.0002601141482591629	0.5202282965183258	0.00044308404624462125	0.8861680924892426
103	chr6	135419282	135419432	-1.1187925934796894e-05	-0.02237585186958313	-1.1187925934791564e-05	-0.02237585186958313	0.0003639608472585678	0.7279216945171356
104	chr6	135423782	135423932	1.9129589200028718e-05	0.03825917840003967	1.9129589200019838e-05	0.03825917840003967	0.0004038904458284378	0.8077808916568756
105	chr6	135439022	135439172	7.510593533521792e-05	0.1502118706703186	7.510593533515931e-05	0.1502118706703186	0.0005390044450759888	1.0780088901519775
106	chr6	135451722	135451892	0.00019098068773759636	0.3819613754749298	0.0001909806877374649	0.3819613754749298	0.0008477806299924851	1.69556125998497
107	chr11	5087370	5087520	0.0006659467006102648	1.3318934012204409	0.0006659467006102204	1.3318934012204409	0.0013667251775041224	2.7334503550082445
108	chr11	5124170	5124340	0.000614700965583248	1.2294019311666489	0.0006147009655833245	1.2294019311666489	0.001452266428619623	2.9045328572392464
109	chr11	5129490	5129640	0.000374649319797804	0.7492986395955086	0.00037464931979775426	0.7492986395955086	0.001200823437422514	2.401646874845028
110	chr11	5151810	5152020	-0.0011330311000348203	-2.2660622000694275	-0.0011330311000347136	-2.2660622000694275	0.0017987569011747838	3.5975138023495674
111	chr11	5160210	5160400	-0.00039741054922348695	-0.794821098446846	-0.000397410549223423	-0.794821098446846	0.001192697562277317	2.385395124554634
112	chr11	5165090	5165240	-0.0007822308056055771	-1.5644616112113	-0.00078223080560565	-1.5644616112113	0.0014832404293119907	2.9664808586239815
113	chr11	5204930	5205100	-0.0005506799947470054	-1.1013599894940853	-0.0005506799947470426	-1.1013599894940853	0.0016057145204395056	3.211429040879011
114	chr11	5224610	5224780	-0.00033249272592361656	-0.6649854518473148	-0.00033249272592365744	-0.6649854518473148	0.0009731227476149798	1.9462454952299595
115	chr11	5224990	5225140	-0.00039652690105151933	-0.7930538021028042	-0.0003965269010514021	-0.7930538021028042	0.0008871224764734507	1.7742449529469013
116	chr11	5225610	5225780	-0.00034980985708532586	-0.6996197141706944	-0.00034980985708534716	-0.6996197141706944	0.0009225647654384374	1.845129530876875
117	chr11	5227070	5227260	-0.0005604853825644796	-1.1209707651287317	-0.0005604853825643658	-1.1209707651287317	0.0011142423367127775	2.2284846734255552
118	chr11	5227830	5227980	-0.00015446780715144826	-0.3089356143027544	-0.0001544678071513772	-0.3089356143027544	0.0009178785225376487	1.8357570450752974
119	chr11	5234570	5234760	-0.0006528094457463052	-1.305618891492486	-0.000652809445746243	-1.305618891492486	0.0011922961762174963	2.384592352434993
120	chr11	5242170	5242460	0.00029356918577105873	0.5871383715420961	0.00029356918577104805	0.5871383715420961	0.0011736509995535016	2.347301999107003
121	chr11	5243090	5243240	-0.0005313039189205337	-1.0626078378409147	-0.0005313039189204573	-1.0626078378409147	0.0008352547520771623	1.6705095041543245
